Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Daylight Saving Time Status [](Daily),Environment:Site Day Type Index [](Daily),ZONE ONE:Zone Total Internal Latent Gain Energy [J](Hourly),TEST 352A:Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Monthly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Monthly),ZN001:WALL001:Surface Inside Face Temperature [C](Daily),ZN001:WALL001:Surface Outside Face Temperature [C](Daily),ZN001:WALL001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Inside Face Temperature [C](Daily),ZN001:WALL002:Surface Outside Face Temperature [C](Daily),ZN001:WALL002:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Inside Face Temperature [C](Daily),ZN001:WALL003:Surface Outside Face Temperature [C](Daily),ZN001:WALL003:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Inside Face Temperature [C](Daily),ZN001:WALL004:Surface Outside Face Temperature [C](Daily),ZN001:WALL004:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:FLR001:Surface Inside Face Temperature [C](Daily),ZN001:FLR001:Surface Outside Face Temperature [C](Daily),ZN001:FLR001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Inside Face Temperature [C](Daily),ZN001:ROOF001:Surface Outside Face Temperature [C](Daily),ZN001:ROOF001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZONE ONE:Zone Mean Radiant Temperature [C](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air Heat Balance Surface Convection Rate [W](Hourly),ZONE ONE:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly) 
 01/04  09:00:00,7.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.820176146512262,11.628499026683777,141.70303003069749,159.50021826491787 
 01/04  10:00:00,8.675,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.004790328713542,11.880752445377027,69.6858241550932,68.45899680909526 
 01/04  11:00:00,8.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.40033575313827,12.167629170647589,172.1889331120458,150.65642325019616 
 01/04  12:00:00,9.5875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.071280609134862,12.827762938308397,265.3778134898289,273.80710117544296 
 01/04  13:00:00,10.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.451106461205976,13.344502319554178,154.9721118881771,153.18828639279048 
 01/04  14:00:00,10.6,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.011693067210097,13.911826907920803,202.19620226536885,220.64779936227527 
 01/04  15:00:00,10.225,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.67058203930431,13.964748905443635,-132.5816400615207,-105.49597772202674 
 01/04  16:00:00,10.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.311113626795125,13.58427046457795,-145.87521812254608,-141.4631622728421 
 01/04  17:00:00,10.225,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.632748356679399,12.988666644812263,-279.14564835586438,-271.9279872160112 
 01/04  18:00:00,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.270725380881686,12.424351544749034,-119.1051165968662,-142.15073418439756 
 01/04  19:00:00,9.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.06631885148441,12.188238109847616,-74.23406755746093,-74.64363088405628 
 01/04  20:00:00,9.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.898366385965224,12.007744685204909,-60.19233472369278,-62.075324706148979 
 01/04  21:00:00,9.0875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.816545893078097,11.887159615378492,-25.08868233737831,-30.71179681293544 
 01/04  22:00:00,8.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.758253613805957,11.829045297847859,-26.095462628337498,-23.71976269624708 
 01/04  23:00:00,7.8375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.621359918846828,11.724371789253594,-55.925067271674169,-51.005968930675368 
 01/04  24:00:00,7.8875,0.0,6.,0.0,,,,12.344869320841264,13.871429131464084,1.098960504510129,4.593839500257104,12.097064801569206,9.749591896156947,0.9990238574739211,4.319503358244069,12.014298982368802,8.473935212984284,0.9302338753190419,4.347144185580166,12.102351345082618,9.84550663556384,0.9619311573738328,4.492506609916604,12.448888346823834,12.461806155501414,1.007835594538861,12.16121821496535,7.439063422437727,0.8757157691910097,4.889910209307753,11.52838551177184,11.595078377166312,-27.5956615439503,-35.04344031266411 
 01/05  01:00:00,7.987500000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.412740323013957,11.509865960556489,-50.37161927154342,-43.11339923646183 
 01/05  02:00:00,7.8,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.268918987889938,11.362179689231999,-50.17616836361719,-53.222790661277077 
 01/05  03:00:00,6.05,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.947247702423692,11.139197900694473,-138.49868057515665,-120.86971837016523 
 01/05  04:00:00,4.3125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.639958043097117,10.784627956256614,-94.23002536157969,-109.33139188236399 
 01/05  05:00:00,4.2125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.413241123853043,10.561011996024984,-87.96007657288398,-84.3676004065139 
 01/05  06:00:00,4.0875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.175832059812514,10.323300624702045,-86.9530201470221,-87.93453024884548 
 01/05  07:00:00,5.2749999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.131928664738427,10.186851734213354,-0.15383603488862897,-15.286725579245554 
 01/05  08:00:00,6.475,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.31331386783657,10.257806913371251,65.90443287862361,52.5727113630349 
 01/05  09:00:00,7.0125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.850971350826559,10.614067165829594,174.99909547693307,170.91427400031328 
 01/05  10:00:00,7.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.229313706253468,11.053633946626178,161.1980083507076,158.00678280006609 
 01/05  11:00:00,7.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.837163245892312,11.630930500597693,249.80818573142904,248.1856817634897 
 01/05  12:00:00,8.675,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.215727472610923,12.16830834431693,148.85459679426715,160.23248545758885 
 01/05  13:00:00,9.2125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.654114982991928,12.57113078134295,186.44617586727657,170.1087347891068 
 01/05  14:00:00,10.15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.202220906498383,13.147081608850439,202.1055744400457,212.8634794466522 
 01/05  15:00:00,10.9125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.308731680503869,13.481574988203186,28.976900012310226,54.902271337582288 
 01/05  16:00:00,10.4125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.063969112008662,13.380039689133188,-126.68995338893689,-97.31693859094627 
 01/05  17:00:00,10.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.119645943096599,12.60470318488138,-378.82452564515156,-377.1154629426901 
 01/05  18:00:00,9.85,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.769932273301862,11.911465313833994,-114.65633600791945,-147.33845280963772 
 01/05  19:00:00,9.0875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.553546143025578,11.690435224354563,-89.49191789372584,-81.37717059145465 
 01/05  20:00:00,8.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.333019047574325,11.454856577221849,-75.78032050078929,-80.63657352916504 
 01/05  21:00:00,8.2125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.216429710013883,11.299840280219332,-37.09376643802436,-42.46277406812181 
 01/05  22:00:00,8.1125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.164988939207163,11.228732692113932,-20.356292162145225,-21.26002666621056 
 01/05  23:00:00,7.987500000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.091829044144632,11.165505180366703,-30.867460566332754,-28.356042917194317 
 01/05  24:00:00,7.425,0.0,7.,0.0,,,,11.768222259480267,16.78442909823344,1.1633992408338852,5.4246506494002129,11.338791230789492,9.575432597690572,0.9816770205852219,5.271825671000774,11.209294303593735,7.551166589055626,0.8629280353525989,5.269570787722468,11.38555922319327,10.350798149624396,0.9518850673512663,5.354611627261313,11.546347118130113,11.552306851506338,1.0080122840997168,11.394452441050382,7.941517116966114,0.8564542424046288,5.950116446651407,10.970413151616008,11.060667090074749,-46.81537369956538,-44.97557689756182 
 01/06  01:00:00,7.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.839895383182809,10.930470412069046,-47.601293031755158,-48.27425365477647 
 01/06  02:00:00,6.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.714141093189327,10.804654723617281,-46.81426778284702,-46.7094620042359 
 01/06  03:00:00,6.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.60068971969952,10.684692476744559,-41.26147210437497,-42.40250827543783 
 01/06  04:00:00,6.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.49932490245562,10.579725302939267,-38.00100204829781,-38.115720153650837 
 01/06  05:00:00,6.324999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.362315277554514,10.461260651478139,-53.70043247788071,-50.75181835793187 
 01/06  06:00:00,6.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.122815660786192,10.270878537776245,-97.39076738510154,-88.99407911768012 
 01/06  07:00:00,5.7875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.955435966487793,10.047141887753112,-46.40317092003586,-59.75733477310791 
 01/06  08:00:00,5.225,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.048871261324182,10.001281354453818,56.78419471570274,27.896761943820658 
 01/06  09:00:00,5.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.798050581240944,10.499946897187325,271.8677507202783,261.1330806918762 
 01/06  10:00:00,5.9125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.15799604137672,11.120175039657442,131.65481595821246,167.5574462066179 
 01/06  11:00:00,6.475,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.215102559593542,11.262709928889923,18.286877330686516,16.9397374822707 
 01/06  12:00:00,6.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.336302018407523,11.294730387545622,50.595694059235807,29.868935744921406 
 01/06  13:00:00,7.0125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.221065583021332,11.894405001232931,364.6521705471957,341.53563350406986 
 01/06  14:00:00,7.575,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.67290178812104,12.65621416433925,152.5060397330096,189.42070664747264 
 01/06  15:00:00,8.1125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.707731393024158,12.86785146469963,20.896967533466403,32.43300763465132 
 01/06  16:00:00,8.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.496352710451575,12.792150527904886,-116.127398044583,-83.43981506985907 
 01/06  17:00:00,8.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.558118356110417,12.017948739550013,-371.1878992333429,-374.47562531772197 
 01/06  18:00:00,8.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.297738917360875,11.403624872068733,-79.22490923418224,-110.99587147385572 
 01/06  19:00:00,8.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.159760597526909,11.26584512112084,-60.931951630403997,-52.420944781178267 
 01/06  20:00:00,7.987500000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.925160906743553,11.058950131963087,-87.86268710203038,-86.47918304192059 
 01/06  21:00:00,7.1125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.787376274004464,10.872449696724019,-41.348332862948378,-49.473235536301348 
 01/06  22:00:00,6.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.64547080131974,10.754065767408497,-59.20492617603471,-53.5736319128485 
 01/06  23:00:00,8.7625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.807224831968173,10.736507419735306,64.28574287363517,44.01970689471649 
 01/06  24:00:00,9.3125,0.0,1.,0.0,,,,11.339843132585342,15.521372694017464,1.0991605673237069,6.317049709717657,11.005369879997476,10.0184384371334,0.9545526081493438,6.007666671792948,10.854967152654034,7.68955750753664,0.8631153710718462,5.954994727947944,11.015762791951227,10.21794383525878,0.9306880024957279,6.304389413624922,11.134263093792152,11.138068989165772,0.9527972322498796,11.03382911547717,8.70443477552887,0.7769539713788292,7.048938834519163,10.816720598242196,10.8578589911047,-7.923126117619289,11.00631533527511 
 01/07  01:00:00,9.2125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.723963098171666,10.776350599927895,-26.062155568734839,-32.31349518512952 
 01/07  02:00:00,9.0875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.640970860739378,10.709194435508305,-33.59332217894547,-29.370034677388959 
 01/07  03:00:00,7.15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.381046468354575,10.53415693764179,-104.81392645705842,-93.69893526774318 
 01/07  04:00:00,6.475,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.17405441579875,10.276968425388024,-63.006188778082819,-75.34077449338007 
 01/07  05:00:00,7.0125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.112439016949692,10.174066554071775,-21.148106452976504,-23.994688845631115 
 01/07  06:00:00,7.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.106576137492317,10.142712350230319,-3.347868712136779,-5.369800135549832 
 01/07  07:00:00,7.987500000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.058961018563443,10.117031791950275,-22.212807094344357,-18.08156739248084 
 01/07  08:00:00,8.487499999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.107483082916831,10.08948467675242,20.644851499069636,9.372986642084879 
 01/07  09:00:00,8.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.334189156067307,10.207454868211866,55.933575529640538,55.35840921622293 
 01/07  10:00:00,9.5875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.664440197184048,10.431181560308062,132.8376736942697,115.20676811327198 
 01/07  11:00:00,8.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.780405433465124,10.769997434023124,46.9801468545969,82.14018692320646 
 01/07  12:00:00,7.8,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.503859383623226,10.650110604705944,-72.11491045522378,-79.87328250541175 
 01/07  13:00:00,8.487499999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.906452061194866,10.684395230126122,133.37235593091595,97.11252539798928 
 01/07  14:00:00,8.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.494291147223589,11.283991476735322,220.77637105393468,242.5589301204186 
 01/07  15:00:00,9.5875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.583042513025245,11.587457696513186,45.6539611049512,49.587660383722269 
 01/07  16:00:00,9.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.644554499911447,11.744919941806743,12.727544432272339,40.92009774432388 
 01/07  17:00:00,9.0875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.924537899923262,11.308751794378589,-268.6572994538347,-262.6853310842362 
 01/07  18:00:00,8.525000000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.658550852569585,10.79524109174869,-103.24937713663387,-122.16969221962957 
 01/07  19:00:00,7.987500000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.521948884097983,10.610586103932425,-52.15057350242009,-53.446570871481259 
 01/07  20:00:00,7.425,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.386180477502699,10.476760195782969,-51.060864233379408,-50.283437647771368 
 01/07  21:00:00,6.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.239529424866709,10.335030106661466,-54.165295832514747,-53.939307842230579 
 01/07  22:00:00,6.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.048387065298016,10.170131828748009,-75.0762574462772,-70.48388184053171 
 01/07  23:00:00,6.324999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.969861190674682,10.023853974337147,-17.659926016305353,-29.588925375127393 
 01/07  24:00:00,5.7875,0.0,2.,0.0,,,,10.551436268777336,10.757933459093877,0.9278624446163252,6.474780389829917,10.415953678589018,8.6038809067415,0.8579301741846347,6.438801814897718,10.401272697360453,8.383848399026962,0.8435948586554707,6.750719769955435,10.483064049742828,9.659839184783016,0.8910344594455114,6.888339579959054,10.661309611051705,10.669050045619656,0.8458064991480506,10.493589282762196,8.011526464778026,0.7649915259226673,7.710763826990122,9.862402480546475,9.959287477899757,-49.996861426231919,-40.34157850519135 
 01/08  01:00:00,5.6,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.714854234506366,9.807841466069988,-50.56974233222273,-54.45125935635795 
 01/08  02:00:00,5.225,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.602580787685394,9.687503120274723,-41.50416860548369,-41.861555126207829 
 01/08  03:00:00,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.465488890961535,9.564958642822635,-53.713565254985677,-51.24761732479865 
 01/08  04:00:00,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.360741362544932,9.437316437815277,-34.8865015476711,-39.23619523943744 
 01/08  05:00:00,4.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.242604608066394,9.336597886591573,-48.404516989921479,-44.403076319177468 
 01/08  06:00:00,4.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12123593991759,9.206877247737989,-42.95783321402394,-45.40948549185535 
 01/08  07:00:00,4.0875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.994009562466525,9.088784910798826,-49.608831684226149,-47.531502800150438 
 01/08  08:00:00,3.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.173293119990908,9.048756520023752,110.65015931269579,60.26030972694385 
 01/08  09:00:00,3.9625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.123458965349155,9.801508338682874,361.99110271964789,363.79368974573046 
 01/08  10:00:00,6.375000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.850321057890067,10.699656043914626,297.8984083193541,306.95035879248436 
 01/08  11:00:00,8.55,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.386413833896846,11.353867833729057,189.97837968177132,202.89012965723237 
 01/08  12:00:00,9.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.881703561029483,11.834414278038797,183.98923929882688,179.85900373419708 
 01/08  13:00:00,11.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.317936249641946,12.294494789685924,160.27092145025913,162.6968804447122 
 01/08  14:00:00,12.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.833185535494757,12.769796040756923,200.6314880096658,191.7886283496602 
 01/08  15:00:00,13.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.265486206198446,13.30547287172742,146.72928627719242,170.58540956190795 
 01/08  16:00:00,13.937499999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.976144606231357,13.343433000423794,-149.61746222103433,-103.0042159440112 
 01/08  17:00:00,11.8375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.96584298732988,12.598190597485635,-477.25641056021376,-422.09932222224009 
 01/08  18:00:00,11.287499999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.648583116856202,11.860929838019283,-162.51220557193623,-199.4634275736055 
 01/08  19:00:00,10.6375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.489877445675237,11.587013689962877,-62.78027691030715,-67.82193536067251 
 01/08  20:00:00,9.3125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3552572534894,11.442906978365077,-50.29587386511477,-50.49621882550882 
 01/08  21:00:00,8.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.237116124920256,11.316994684754159,-42.51704584667931,-43.81413075885336 
 01/08  22:00:00,9.2125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.172803887807252,11.227444519989728,-21.896630018216745,-25.17786077669108 
 01/08  23:00:00,9.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.120375025629665,11.175325388460355,-21.48178862409878,-20.131171190427886 
 01/08  24:00:00,9.0875,0.0,3.,0.0,,,,11.430830690905046,20.357859101989875,1.1759199831463623,5.764700451485658,10.998438646321555,12.92461694371279,1.0069443139319557,5.260926084840186,10.746778449819209,8.84554945339544,0.8311029776497075,4.95657122828554,10.914109668750357,11.587195782314554,0.9079706059370739,5.338493519004126,10.707996001059213,10.697047150712308,0.9456411716756098,10.908102580749564,11.632886528697297,0.8041208129179035,6.099904593405939,11.02427927552758,11.098709974009802,-37.39221354049319,-34.894041293981548 
 01/09  01:00:00,8.2125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85607768902727,10.963951214015735,-64.89811216904789,-60.88072817326875 
 01/09  02:00:00,9.175,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.807356145827808,10.842739465844254,-8.386763805193965,-20.582664467894828 
 01/09  03:00:00,8.9375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.640238728142644,10.771397633622062,-79.95351079646818,-60.274936108375587 
 01/09  04:00:00,6.924999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.392840384860499,10.516946962059948,-81.34135222537378,-89.90678073533454 
 01/09  05:00:00,6.7875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.315613115481206,10.376171539000837,-20.600520778787847,-29.167214532102979 
 01/09  06:00:00,6.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.212377357817545,10.308389450010118,-47.98548319504438,-39.24407107722362 
 01/09  07:00:00,6.324999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.026314353475807,10.141924586622002,-68.93985056831362,-68.75702496691156 
 01/09  08:00:00,6.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.12340740246253,10.057399932215798,60.15376489685676,26.101884760015297 
 01/09  09:00:00,6.6625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.772458104967184,10.51779968664091,234.0034657260303,230.06738494313698 
 01/09  10:00:00,7.124999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.483335863949764,11.223820508404799,311.3206338371327,294.7116443011358 
 01/09  11:00:00,7.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.32862404277018,12.12690780554952,327.89868078686995,337.27711288172159 
 01/09  12:00:00,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.55442327789513,12.67978805259289,54.079036608273579,95.5525649880987 
 01/09  13:00:00,8.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.665126738087207,12.753981967556279,52.123328673324937,38.266989507601667 
 01/09  14:00:00,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.936427830611315,12.932007890724869,95.04913164278574,82.03377287255626 
 01/09  15:00:00,10.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.182740526876133,13.257237244201609,74.33652490875399,103.06948797694058 
 01/09  16:00:00,10.8125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.589547001629918,12.996281789585315,-238.4755710946061,-212.75632635449808 
 01/09  17:00:00,10.2625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.996751413162344,12.30618221146262,-226.81700665731084,-241.75068563407167 
 01/09  18:00:00,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.707673082110304,11.868917501204159,-120.1428032504885,-124.3929285482653 
 01/09  19:00:00,9.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.471667537681283,11.592347397655799,-80.65221410783473,-87.62284925326897 
 01/09  20:00:00,9.0875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.353600070759973,11.432845726226436,-38.03143086057515,-43.224646051747878 
 01/09  21:00:00,8.525000000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.261399795520019,11.34255597703873,-37.50524633667746,-35.154502996087618 
 01/09  22:00:00,7.987500000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.111793278199752,11.215852272212257,-58.1997794574806,-55.256313819629109 
 01/09  23:00:00,7.1125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.98293794130984,11.071295750618429,-44.93986259107254,-47.81443419298173 
 01/09  24:00:00,6.7,0.0,4.,0.0,,,,11.724814835608568,17.597689751148289,1.1247648804841062,6.229621937347708,11.374828291383646,11.709113292199286,0.9579999263951448,6.029010125128153,11.16763559151874,8.38622011115239,0.8378928911722138,5.94706561653237,11.272967482936487,10.040844673276779,0.8998153073215515,6.048827657693203,11.35936287391417,11.35950134099861,0.9562021185714701,11.331003217721739,9.53207235120497,0.8218086768226779,7.000880506104944,10.870567957900374,10.95555729733048,-41.43946483192829,-41.9731648570618 
 01/10  01:00:00,6.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.758910403690413,10.845075459243868,-42.352318726412239,-41.82103904369367 
 01/10  02:00:00,6.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.61473776339501,10.716442515081674,-55.628669368772047,-53.298245588279929 
 01/10  03:00:00,6.324999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.456969986929377,10.560520032440954,-57.537684093410678,-58.25682055706872 
 01/10  04:00:00,6.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.335341238124773,10.423068820896166,-42.80424013799107,-45.27456647062175 
 01/10  05:00:00,6.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.23562141399665,10.318231291377418,-37.9028637204787,-37.74718689116727 
 01/10  06:00:00,6.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.11501344552204,10.20735740949495,-46.82110994017108,-45.105418126225689 
 01/10  07:00:00,5.0375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.830870052248676,10.003499770774902,-119.81885700988689,-106.3518064532943 
